step,customer,age,gender,merchant,category,amount,fraud
21-07-2021,C969635352,26to35,Female,M1823072687,Transportation,20.56,0
21-08-2021,C286547187,26to35,Male,M1823072687,Transportation,11.72,0
11-07-2021,C2004941826,26to35,Female,M480139044,Health,108.1,1
09-06-2021,C652001804,26to35,Male,M348934600,Transportation,48.39,0
30-05-2021,C1935661715,26to35,Male,M348934600,Transportation,77.74,0
08-08-2021,C1333401746,36to45,Female,M1823072687,Transportation,14.33,0
16-03-2021,C1240746302,gt65,Male,M348934600,Transportation,13.11,0
08-05-2021,C1229114783,36to45,Female,M348934600,Transportation,25.41,0
11-08-2021,C39607150,46to55,Female,M348934600,Transportation,51.34,0
31-05-2021,C1893753407,26to35,Female,M1823072687,Transportation,42.17,0
10-07-2021,C1524407626,19to25,Male,M1823072687,Transportation,44.44,0
10-07-2021,C582022575,36to45,Male,M1823072687,Transportation,14.35,0
15-03-2021,C1899001756,26to35,Male,M1823072687,Transportation,63.55,0
18-07-2021,C2059136665,26to35,Male,M1823072687,Transportation,71.27,0
24-07-2021,C446298173,46to55,Female,M1823072687,Transportation,9.33,0
15-03-2021,C1510459992,36to45,Male,M348934600,Transportation,34.22,0
15-03-2021,C11453786,36to45,Male,M348934600,Transportation,6.48,0
30-05-2021,C1952937534,46to55,Female,M348934600,Transportation,1.69,0
22-05-2021,C446298173,46to55,Female,M1823072687,Transportation,41.9,0
29-03-2021,C195373250,36to45,Male,M348934600,Transportation,25.46,0
20-07-2021,C2004941826,26to35,Female,M1353266412,HotelServices,985.14,1
16-07-2021,C604267980,36to45,Female,M1823072687,Transportation,3.64,0
11-03-2021,C1464489812,46to55,Male,M480139044,Health,729.03,1
14-08-2021,C1835412106,26to35,Female,M2011752106,HotelServices,826.82,1
12-07-2021,C528985379,36to45,Female,M1823072687,Transportation,10.68,0
23-05-2021,C1667929755,36to45,Female,M1823072687,Transportation,57.3,0
15-03-2021,C1991822900,36to45,Female,M480139044,Health,207.63,1
12-08-2021,C1461183154,56to65,Female,M1823072687,Transportation,11.05,0
13-04-2021,C1051712338,46to55,Male,M348934600,Transportation,13.38,0
21-06-2021,C2015444413,26to35,Female,M1198415165,Beauty&Wellness,22.59,1
28-03-2021,C1861439904,19to25,Male,M348934600,Transportation,8.97,0
06-04-2021,C806399525,26to35,Female,M480139044,Health,33.86,1
12-08-2021,C295271306,gt65,Female,M1823072687,Transportation,50.35,0
17-06-2021,C1491844959,19to25,Female,M1823072687,Transportation,58.55,0
25-08-2021,C1597289593,46to55,Female,M348934600,Transportation,31.11,0
11-07-2021,C932908444,19to25,Female,M980657600,Sports&Toys,454.09,1
22-04-2021,C1451561221,gt65,Male,M1823072687,Transportation,35.06,0
19-03-2021,C546386486,36to45,Female,M480139044,Health,238.94,1
30-05-2021,C1182534509,26to35,Female,M348934600,Transportation,69.98,0
14-08-2021,C603081336,36to45,Female,M1823072687,Transportation,77.5,0
07-04-2021,C1489632788,36to45,Female,M980657600,Sports&Toys,698.48,1
12-08-2021,C1960297159,26to35,Female,M1823072687,Transportation,0.87,0
24-04-2021,C1461183154,56to65,Female,M348934600,Transportation,4.49,0
13-05-2021,C1051682954,26to35,Female,M85975013,Groceries,9.88,0
22-03-2021,C1314533733,26to35,Male,M348934600,Transportation,12.04,0
24-04-2021,C1013199152,46to55,Male,M980657600,Sports&Toys,215.55,1
11-07-2021,C599675908,26to35,Male,M480139044,Health,863.03,1
07-07-2021,C734397713,26to35,Male,M348934600,Transportation,44.11,0
04-07-2021,C2074563683,26to35,Male,M1913465890,Health,38.07,0
07-08-2021,C1263267362,56to65,Female,M1823072687,Transportation,9.45,0
18-03-2021,C2144163136,19to25,Female,M348934600,Transportation,17.07,0
04-07-2021,C23569509,56to65,Male,M1823072687,Transportation,72.98,0
22-06-2021,C268823556,36to45,Female,M980657600,Sports&Toys,590.54,1
29-04-2021,C544997662,26to35,Female,M85975013,Groceries,9.29,0
09-03-2021,C880299982,36to45,Male,M980657600,Sports&Toys,293.53,1
25-06-2021,C1142118359,36to45,Female,M980657600,Sports&Toys,166.4,1
21-07-2021,C800967034,36to45,Female,M1823072687,Transportation,5.22,0
01-03-2021,C1176114065,26to35,Female,M348934600,Transportation,31.95,0
05-05-2021,C179748485,26to35,Male,M348934600,Transportation,16.09,0
01-06-2021,C995746715,36to45,Female,M151143676,Restaurants&Bars,68.57,1
23-04-2021,C1214587699,36to45,Female,M348934600,Transportation,24.2,0
25-03-2021,C609452246,36to45,Female,M1823072687,Transportation,56.54,0
04-04-2021,C1783773775,26to35,Male,M348934600,Transportation,5.68,0
11-05-2021,C1556912476,36to45,Female,M348934600,Transportation,60.69,0
04-08-2021,C2004941826,26to35,Female,M1294758098,Leisure,328.73,1
23-03-2021,C1607207670,26to35,Female,M1823072687,Transportation,52.86,0
13-04-2021,C1454671890,56to65,Female,M348934600,Transportation,10.58,0
14-05-2021,C288727438,26to35,Female,M732195782,Travel,143.35,1
21-05-2021,C825739161,36to45,Female,M1823072687,Transportation,13.37,0
31-05-2021,C218446443,26to35,Male,M3697346,Leisure,321.55,1
24-05-2021,C140234280,26to35,Female,M348934600,Transportation,25.34,0
26-08-2021,C1424007721,46to55,Female,M1946091778,Beauty&Wellness,52.46,0
17-05-2021,C1910153505,26to35,Male,M1823072687,Transportation,35.96,0
22-07-2021,C637831009,36to45,Female,M348934600,Transportation,1.37,0
24-03-2021,C26716153,19to25,Female,M348934600,Transportation,15.68,0
06-05-2021,C300052027,19to25,Female,M348934600,Transportation,54.94,0
18-05-2021,C1612832553,19to25,Female,M1748431652,Beauty&Wellness,10.43,0
12-04-2021,C1825950751,46to55,Female,M348934600,Transportation,53.53,0
09-03-2021,C1793707767,46to55,Female,M348934600,Transportation,34.34,0
08-08-2021,C1428252955,19to25,Female,M348934600,Transportation,10.8,0
17-04-2021,C2036557936,26to35,Male,M348934600,Transportation,18.65,0
18-04-2021,C1021409246,26to35,Male,M348934600,Transportation,27.8,0
03-04-2021,C1350963410,56to65,Female,M840466850,Technology,310.54,1
07-06-2021,C1263107170,26to35,Female,M1823072687,Transportation,22.5,0
10-03-2021,C375144053,gt65,Female,M857378720,HotelServices,5.79,1
14-08-2021,C1663162700,26to35,Male,M980657600,Sports&Toys,90.46,1
12-07-2021,C766494418,26to35,Male,M1823072687,Transportation,26.37,0
01-05-2021,C612581943,36to45,Female,M692898500,Health,118.65,0
12-08-2021,C620327304,46to55,Female,M348934600,Transportation,42.71,0
31-03-2021,C1373640509,26to35,Male,M348934600,Transportation,65.3,0
09-05-2021,C1815278899,56to65,Male,M1823072687,Transportation,22.07,0
20-06-2021,C1295945354,26to35,Female,M1823072687,Transportation,20.37,0
06-06-2021,C1080032135,gt65,Female,M1823072687,Transportation,32.23,0
28-03-2021,C1992960127,36to45,Female,M732195782,Travel,5347.74,1
03-06-2021,C1056640661,26to35,Female,M1823072687,Transportation,13.65,0
14-05-2021,C2035771335,26to35,Female,M1823072687,Transportation,22.8,0
11-04-2021,C739658140,26to35,Male,M348934600,Transportation,27.36,0
04-04-2021,C1702404555,36to45,Male,M151143676,Restaurants&Bars,35.03,0
27-06-2021,C2025967620,36to45,Female,M151143676,Restaurants&Bars,58.28,0
25-04-2021,C825969892,26to35,Male,M1823072687,Transportation,32.16,0
15-05-2021,C1634901253,19to25,Female,M1823072687,Transportation,66.01,0
29-06-2021,C1977646698,36to45,Female,M348934600,Transportation,15.66,0
14-07-2021,C1708261114,46to55,Female,M348934600,Transportation,26.11,0
21-05-2021,C1439299369,36to45,Male,M1823072687,Transportation,45.26,0
06-08-2021,C131200254,26to35,Female,M1823072687,Transportation,31.71,0
27-03-2021,C1899748276,56to65,Female,M1823072687,Transportation,75.22,0
25-07-2021,C1259389151,36to45,Female,M480139044,Health,1002.59,1
22-04-2021,C1733778992,26to35,Female,M348934600,Transportation,0.8,0
25-07-2021,C226835436,46to55,Female,M1823072687,Transportation,42.67,0
22-08-2021,C1897566795,36to45,Female,M1823072687,Transportation,13.01,0
05-05-2021,C375144053,gt65,Female,M480139044,Health,1062.95,1
27-06-2021,C741739992,26to35,Female,M1823072687,Transportation,7.06,0
15-03-2021,C1838948302,19to25,Male,M348934600,Transportation,32.28,0
08-07-2021,C2064491438,56to65,Female,M3697346,Leisure,258.45,1
02-06-2021,C428728055,19to25,Female,M17379832,Sports&Toys,547.44,1
02-03-2021,C1815278899,56to65,Male,M348934600,Transportation,9.98,0
04-07-2021,C1238185596,56to65,Male,M1823072687,Transportation,33.1,0
18-04-2021,C1423519115,19to25,Male,M1535107174,Beauty&Wellness,52.34,0
29-03-2021,C586511331,56to65,Female,M980657600,Sports&Toys,899.91,1
01-07-2021,C1192874833,46to55,Female,M1823072687,Transportation,43.7,0
19-04-2021,C802146030,26to35,Male,M348934600,Transportation,11.71,0
26-03-2021,C1849046345,46to55,Female,M480139044,Health,302.15,1
26-03-2021,C1175850429,46to55,Male,M2011752106,HotelServices,218.76,1
31-03-2021,C1341583263,26to35,Male,M732195782,Travel,3076.25,1
03-07-2021,C371517012,26to35,Male,M1198415165,Beauty&Wellness,37.54,1
02-04-2021,C601235628,46to55,Female,M151143676,Restaurants&Bars,104.05,0
26-06-2021,C743934970,26to35,Female,M97925176,Beauty&Wellness,130.3,0
28-04-2021,C1744581762,36to45,Female,M85975013,Groceries,27.69,0
18-08-2021,C2128712024,26to35,Male,M480139044,Health,164.06,1
09-08-2021,C1468001998,36to45,Female,M980657600,Sports&Toys,333.85,1
25-07-2021,C620551378,26to35,Female,M348934600,Transportation,55.13,0
07-03-2021,C1441133487,19to25,Male,M348934600,Transportation,50.62,0
23-08-2021,C330615170,26to35,Female,M2011752106,HotelServices,389.39,1
21-05-2021,C1186953291,46to55,Male,M1823072687,Transportation,22.39,0
12-03-2021,C940143351,46to55,Male,M1873032707,HotelServices,137.4,1
21-04-2021,C606355103,46to55,Female,M348934600,Transportation,36.55,0
26-05-2021,C1695454092,26to35,Male,M1823072687,Transportation,47.8,0
17-04-2021,C1947400039,26to35,Male,M1198415165,Beauty&Wellness,313.52,1
20-05-2021,C1734879586,19to25,Female,M1823072687,Transportation,1.53,0
25-07-2021,C1602614455,56to65,Male,M348934600,Transportation,17.12,0
07-07-2021,C1362863442,26to35,Female,M348934600,Transportation,42.68,0
03-08-2021,C1872803698,36to45,Female,M1913465890,Health,73.18,0
01-08-2021,C28023491,46to55,Female,M1823072687,Transportation,26.23,0
29-05-2021,C599675908,26to35,Male,M348934600,Transportation,37.11,0
13-05-2021,C1334227305,19to25,Female,M1294758098,Leisure,139.2,1
11-03-2021,C704456922,26to35,Male,M480139044,Health,694.15,1
13-06-2021,C433139335,lt18,Female,M1823072687,Transportation,66.42,0
14-06-2021,C752270622,19to25,Female,M1823072687,Transportation,60.7,0
16-03-2021,C1415998962,26to35,Female,M348934600,Transportation,39.99,0
28-06-2021,C1347371891,26to35,Male,M1823072687,Transportation,42.29,0
10-07-2021,C770308839,19to25,Male,M1823072687,Transportation,14.87,0
19-06-2021,C2004941826,26to35,Female,M980657600,Sports&Toys,383.53,1
18-07-2021,C1969942970,36to45,Male,M1823072687,Transportation,8.86,0
06-04-2021,C1572610482,36to45,Female,M78078399,Beauty&Wellness,351.73,1
24-04-2021,C1982656265,36to45,Male,M480139044,Health,452.56,1
05-08-2021,C834963773,56to65,Female,M1823072687,Transportation,17.69,0
19-03-2021,C1965496749,36to45,Female,M1823072687,Transportation,23.21,0
21-03-2021,C1849046345,46to55,Female,M980657600,Sports&Toys,107.89,1
31-03-2021,C823141445,19to25,Female,M348934600,Transportation,35.05,0
31-03-2021,C1557448113,46to55,Female,M1823072687,Transportation,6.37,0
13-06-2021,C191366309,26to35,Female,M348934600,Transportation,14.31,0
28-06-2021,C840054516,26to35,Female,M980657600,Sports&Toys,341.5,1
27-07-2021,C417225282,26to35,Female,M1823072687,Transportation,27.73,0
27-07-2021,C395508103,26to35,Female,M1823072687,Transportation,39.65,0
27-03-2021,C245117318,36to45,Female,M480139044,Health,153.08,1
09-03-2021,C1904086644,56to65,Female,M348934600,Transportation,1.54,0
10-06-2021,C1166355595,46to55,Female,M1823072687,Transportation,11.83,0
12-07-2021,C1272188168,56to65,Female,M1823072687,Transportation,15.88,0
02-06-2021,C2004941826,26to35,Female,M1294758098,Leisure,334.61,1
09-03-2021,C152830802,26to35,Female,M348934600,Transportation,13.81,0
07-07-2021,C790600178,gt65,Male,M980657600,Sports&Toys,769.76,1
06-04-2021,C608547225,26to35,Female,M480139044,Health,536.8,1
11-04-2021,C1849046345,46to55,Female,M980657600,Sports&Toys,257.73,1
26-03-2021,C34441666,56to65,Male,M17379832,Sports&Toys,535.38,1
01-08-2021,C371812005,26to35,Male,M348934600,Transportation,34.35,0
16-05-2021,C1175850429,46to55,Male,M480139044,Health,444.55,1
28-05-2021,C673048498,26to35,Male,M1823072687,Transportation,42.46,0
07-05-2021,C1272188168,56to65,Female,M348934600,Transportation,43.45,0
19-06-2021,C711451919,gt65,Female,M348934600,Transportation,8.69,0
18-07-2021,C1739071229,46to55,Female,M1823072687,Transportation,1.33,0
17-05-2021,C1913314890,36to45,Female,M1823072687,Transportation,12.76,0
19-06-2021,C407219337,36to45,Male,M1823072687,Transportation,32.01,0
16-03-2021,C967109509,56to65,Male,M1823072687,Transportation,0.35,0
13-04-2021,C99215049,46to55,Male,M85975013,Groceries,40.72,0
07-04-2021,C2113737065,26to35,Female,M1649169323,Sports&Toys,187.59,1
02-08-2021,C987620594,56to65,Female,M348934600,Transportation,6.39,0
24-07-2021,C630392370,36to45,Female,M1823072687,Transportation,38.79,0
02-07-2021,C1719485237,46to55,Male,M1823072687,Transportation,5.86,0
04-04-2021,C1450562088,46to55,Female,M348934600,Transportation,25.07,0
15-08-2021,C381007057,19to25,Female,M980657600,Sports&Toys,50.56,1
03-06-2021,C811638781,26to35,Female,M1823072687,Transportation,15.66,0
16-07-2021,C1171622243,56to65,Male,M85975013,Groceries,23.98,0
12-08-2021,C1840859519,36to45,Female,M348934600,Transportation,1.45,0
24-03-2021,C1083375349,36to45,Female,M1823072687,Transportation,31.3,0
20-03-2021,C1273692645,36to45,Male,M980657600,Sports&Toys,252.85,1
30-05-2021,C2003246685,26to35,Male,M348934600,Transportation,36.73,0
28-03-2021,C744859144,26to35,Male,M840466850,Technology,39.33,1
15-07-2021,C1236503001,26to35,Female,M1823072687,Transportation,24.65,0
14-07-2021,C612357573,gt65,Male,M1823072687,Transportation,37.59,0
13-08-2021,C1667929755,36to45,Female,M1823072687,Transportation,12.43,0
04-07-2021,C1871594117,19to25,Male,M1823072687,Transportation,35.68,0
06-06-2021,C301422123,36to45,Male,M1535107174,Beauty&Wellness,30.27,0
27-04-2021,C1663162700,26to35,Male,M980657600,Sports&Toys,179.14,1
12-05-2021,C966984015,46to55,Male,M1823072687,Transportation,20.69,0
22-08-2021,C1525581466,19to25,Female,M1823072687,Transportation,29.27,0
14-03-2021,C1060470494,26to35,Female,M1823072687,Transportation,1.56,0
29-05-2021,C1435653171,19to25,Female,M1823072687,Transportation,9,0
08-04-2021,C369405043,46to55,Male,M1823072687,Transportation,28.5,0
17-03-2021,C39112485,gt65,Female,M980657600,Sports&Toys,503.5,1
11-07-2021,C1284515419,gt65,Female,M1823072687,Transportation,3.49,0
23-06-2021,C932908444,19to25,Female,M480139044,Health,33.75,1
10-07-2021,C1292140369,46to55,Female,M348934600,Transportation,26.35,0
21-06-2021,C1197304790,36to45,Male,M1823072687,Transportation,32.07,0
13-04-2021,C108940648,26to35,Female,M1823072687,Transportation,40.82,0
11-08-2021,C1222389110,36to45,Male,M348934600,Transportation,23.39,0
26-06-2021,C1211514218,36to45,Male,M480139044,Health,65.44,1
30-03-2021,C393216567,56to65,Female,M348934600,Transportation,15.41,0
05-08-2021,C480975116,26to35,Male,M1823072687,Transportation,7.06,0
29-06-2021,C1983968298,46to55,Male,M732195782,Travel,3690.97,1
01-03-2021,C752270622,19to25,Female,M348934600,Transportation,13.96,0
23-03-2021,C1948527523,56to65,Male,M348934600,Transportation,40.43,0
22-05-2021,C1939799337,46to55,Female,M1823072687,Transportation,24.39,0
24-06-2021,C722922832,26to35,Female,M855959430,Transportation,87.96,1
29-07-2021,C1722275939,19to25,Female,M1873032707,HotelServices,6.17,1
24-06-2021,C1457092141,26to35,Female,M1823072687,Transportation,14.81,0
23-04-2021,C837113913,19to25,Male,M1823072687,Transportation,18.56,0
08-04-2021,C1572610482,36to45,Female,M732195782,Travel,3079.64,1
15-06-2021,C1510535804,36to45,Female,M480139044,Health,290.68,1
31-07-2021,C1284327050,26to35,Male,M348934600,Transportation,43.63,0
19-04-2021,C806399525,26to35,Female,M732195782,Travel,996.38,1
29-06-2021,C381007057,19to25,Female,M1888755466,OtherServices,226.1,1
29-05-2021,C904725981,19to25,Female,M2011752106,HotelServices,149.03,1
29-03-2021,C2130871815,46to55,Male,M692898500,Health,56.9,0
02-03-2021,C1685492470,26to35,Female,M547558035,Fashion,141.83,1
05-07-2021,C2103685620,36to45,Female,M1823072687,Transportation,27.26,0
16-05-2021,C978276840,26to35,Female,M1823072687,Transportation,6.8,0
20-03-2021,C1657987748,26to35,Female,M2122776122,Home,49.28,0
11-04-2021,C902837455,36to45,Male,M1823072687,Transportation,33.63,0
01-05-2021,C1331123896,26to35,Male,M980657600,Sports&Toys,307.08,1
21-06-2021,C899638721,26to35,Female,M1823072687,Transportation,11.1,0
02-05-2021,C1807970113,46to55,Female,M1823072687,Transportation,7.86,0
19-07-2021,C607479057,36to45,Female,M1823072687,Transportation,2.45,0
08-06-2021,C115603187,46to55,Male,M348934600,Transportation,9.05,0
23-07-2021,C1903013338,36to45,Male,M348875670,HotelServices,36.82,0
14-06-2021,C928090253,36to45,Male,M980657600,Sports&Toys,258.76,1
09-07-2021,C2123823248,46to55,Female,M1823072687,Transportation,10.79,0
03-04-2021,C1194320883,46to55,Female,M1823072687,Transportation,16.08,0
20-03-2021,C876944738,26to35,Female,M1823072687,Transportation,51.94,0
21-07-2021,C1344489848,46to55,Female,M480139044,Health,327.56,1
16-08-2021,C1767839998,26to35,Female,M1888755466,OtherServices,743.76,1
17-06-2021,C1426006139,46to55,Female,M348934600,Transportation,19.03,0
13-08-2021,C85192293,26to35,Male,M1823072687,Transportation,56.83,0
15-06-2021,C777438443,56to65,Female,M348934600,Transportation,3.12,0
24-03-2021,C1915603015,46to55,Female,M348934600,Transportation,13.21,0
21-04-2021,C298468219,46to55,Male,M348934600,Transportation,13.37,0
12-06-2021,C896659218,46to55,Female,M2122776122,Home,7.08,1
06-06-2021,C1350963410,56to65,Female,M1353266412,HotelServices,295.29,1
01-08-2021,C910454738,46to55,Female,M480139044,Health,509.97,1
06-03-2021,C1723688663,gt65,Female,M348934600,Transportation,8.75,0
15-06-2021,C1914083426,26to35,Male,M1823072687,Transportation,26.04,0
24-07-2021,C1514271157,26to35,Male,M1823072687,Transportation,43.62,0
14-06-2021,C611182051,26to35,Female,M1198415165,Beauty&Wellness,169.31,1
14-03-2021,C1344489848,46to55,Female,M348934600,Transportation,34.83,0
16-03-2021,C1591587046,36to45,Male,M348934600,Transportation,14.51,0
21-04-2021,C1032319289,36to45,Female,M2122776122,Home,67.77,1
15-08-2021,C295362058,46to55,Male,M1823072687,Transportation,12.13,0
04-05-2021,C660475396,56to65,Male,M980657600,Sports&Toys,813.45,1
01-08-2021,C400803731,26to35,Female,M348934600,Transportation,22.29,0
24-08-2021,C2096367617,26to35,Male,M980657600,Sports&Toys,78.3,1
17-03-2021,C931370744,26to35,Female,M732195782,Travel,2668.66,1
10-05-2021,C956700475,46to55,Female,M3697346,Leisure,356.42,1
25-06-2021,C2113737065,26to35,Female,M980657600,Sports&Toys,63.8,0
07-08-2021,C1369559766,36to45,Male,M348934600,Transportation,13.66,0
31-07-2021,C885237696,36to45,Male,M348934600,Transportation,61.97,0
27-03-2021,C825739161,36to45,Female,M1823072687,Transportation,10.8,0
29-06-2021,C1070277785,46to55,Female,M1198415165,Beauty&Wellness,300.58,1
04-07-2021,C1136859577,36to45,Male,M1823072687,Transportation,4.97,0
01-05-2021,C846609537,56to65,Male,M1823072687,Transportation,56.54,0
04-08-2021,C1830336096,46to55,Male,M1823072687,Transportation,20.19,0
08-08-2021,C907777350,19to25,Female,M1823072687,Transportation,25.61,0
15-08-2021,C1396720108,19to25,Male,M1823072687,Transportation,0.96,0
30-04-2021,C1626806996,46to55,Male,M1823072687,Transportation,43.69,0
02-05-2021,C1719535099,36to45,Female,M1823072687,Transportation,9.51,0
24-08-2021,C2115344024,36to45,Male,M1823072687,Transportation,11.53,0
21-04-2021,C1849046345,46to55,Female,M855959430,Transportation,161.38,1
25-06-2021,C1714895875,26to35,Male,M1823072687,Transportation,12.85,0
02-05-2021,C927696302,36to45,Female,M348934600,Transportation,33.32,0
04-08-2021,C706685788,19to25,Female,M1823072687,Transportation,69.68,0
18-04-2021,C529952024,26to35,Male,M1823072687,Transportation,11.02,0
10-03-2021,C2085650948,26to35,Female,M1823072687,Transportation,33.15,0
24-08-2021,C694574500,gt65,Male,M1823072687,Transportation,22.82,0
08-04-2021,C114981535,36to45,Female,M1823072687,Transportation,28.56,0
23-07-2021,C844772824,46to55,Female,M1888755466,OtherServices,168.85,1
18-08-2021,C1284327050,26to35,Male,M1294758098,Leisure,274.5,1
20-05-2021,C856318696,26to35,Female,M348934600,Transportation,33.43,0
15-04-2021,C1420603517,36to45,Male,M348934600,Transportation,14.9,0
06-07-2021,C732771224,46to55,Female,M1823072687,Transportation,4.25,0
25-06-2021,C1023694383,gt65,Female,M348934600,Transportation,18.75,0
26-08-2021,C1686035763,36to45,Female,M732195782,Travel,1764.62,1
27-06-2021,C27106217,26to35,Male,M1888755466,OtherServices,38.75,0
08-05-2021,C810134226,26to35,Male,M1873032707,HotelServices,591.29,1
09-06-2021,C1586463432,gt65,Male,M348934600,Transportation,41.42,0
26-05-2021,C969284083,36to45,Female,M97925176,Beauty&Wellness,54.37,0
05-06-2021,C969824969,46to55,Female,M1888755466,OtherServices,207.56,1
26-06-2021,C1076053396,46to55,Male,M1823072687,Transportation,9.24,0
22-05-2021,C1680347409,26to35,Female,M1823072687,Transportation,80.23,0
23-08-2021,C132520837,26to35,Female,M1823072687,Transportation,69.82,0
09-05-2021,C1014313887,56to65,Female,M348934600,Transportation,30.4,0
14-05-2021,C1165343027,46to55,Male,M1873032707,HotelServices,147.15,1
05-06-2021,C1746579125,26to35,Female,M1823072687,Transportation,23.23,0
19-03-2021,C399875163,26to35,Male,M1823072687,Transportation,19.81,0
22-05-2021,C229665572,56to65,Female,M348934600,Transportation,16.19,0
01-04-2021,C949319027,26to35,Male,M1649169323,Sports&Toys,67.63,0
01-08-2021,C79727066,36to45,Male,M480139044,Health,794.94,1
21-06-2021,C1038215695,46to55,Male,M1198415165,Beauty&Wellness,74.66,1
29-07-2021,C1346358504,19to25,Male,M855959430,Transportation,144.43,1
02-08-2021,C1216919532,46to55,Male,M348934600,Transportation,4.28,0
13-04-2021,C2110568911,26to35,Female,M1823072687,Transportation,4.69,0
18-07-2021,C1734948367,36to45,Male,M85975013,Groceries,25.92,0
10-07-2021,C779868884,19to25,Male,M1823072687,Transportation,50.15,0
03-03-2021,C1980302296,19to25,Female,M1823072687,Transportation,45.35,0
08-05-2021,C1464489812,46to55,Male,M2122776122,Home,352.58,1
31-05-2021,C2052617893,56to65,Female,M348934600,Transportation,76.93,0
01-04-2021,C199512926,46to55,Male,M348934600,Transportation,15.99,0
02-08-2021,C1789457872,26to35,Female,M1823072687,Transportation,31.54,0
26-07-2021,C2004941826,26to35,Female,M732195782,Travel,3827.39,1
14-07-2021,C1855857061,46to55,Female,M1823072687,Transportation,50.48,0
08-08-2021,C371812005,26to35,Male,M348934600,Transportation,18,0
24-06-2021,C1962882634,19to25,Male,M1823072687,Transportation,32.22,0
23-06-2021,C1480799932,gt65,Male,M495352832,Travel,1045.12,1
09-07-2021,C975211427,26to35,Male,M1823072687,Transportation,23.58,0
20-08-2021,C1151799720,56to65,Male,M1823072687,Transportation,39.98,0
11-06-2021,C470079617,56to65,Female,M348934600,Transportation,16.83,0
18-07-2021,C846682077,36to45,Male,M1823072687,Transportation,4.79,0
07-05-2021,C1786430014,19to25,Female,M1823072687,Transportation,4.29,0
16-03-2021,C1881279773,46to55,Female,M1823072687,Transportation,17.14,0
29-04-2021,C1085056650,19to25,Female,M348934600,Transportation,40.62,0
15-03-2021,C1734487337,46to55,Female,M855959430,Transportation,133.69,1
17-05-2021,C742784538,36to45,Male,M85975013,Groceries,78.85,0
08-06-2021,C1426420214,19to25,Male,M1823072687,Transportation,42.97,0
04-06-2021,C445432762,46to55,Female,M85975013,Groceries,13.33,0
18-06-2021,C461219673,26to35,Female,M692898500,Health,79.62,0
07-08-2021,C427983732,46to55,Female,M1823072687,Transportation,18.9,0
27-04-2021,C161101673,26to35,Male,M1823072687,Transportation,0.45,0
05-08-2021,C1350963410,56to65,Female,M547558035,Fashion,104.09,1
21-06-2021,C1984017083,26to35,Male,M85975013,Groceries,52.18,0
14-04-2021,C1978250683,36to45,Female,M1198415165,Beauty&Wellness,178.11,1
10-04-2021,C1710387865,gt65,Male,M348934600,Transportation,28.06,0
14-08-2021,C928479694,56to65,Male,M348934600,Transportation,20.18,0
28-04-2021,C1761368684,19to25,Female,M151143676,Restaurants&Bars,37.04,0
20-05-2021,C1952969809,46to55,Female,M348934600,Transportation,25.84,0
27-07-2021,C928090253,36to45,Male,M480139044,Health,172.75,1
31-03-2021,C1486069778,46to55,Female,M348934600,Transportation,24.41,0
28-06-2021,C469822988,26to35,Female,M348934600,Transportation,51.4,0
15-06-2021,C969284083,36to45,Female,M1823072687,Transportation,26.97,0
26-05-2021,C1901383731,46to55,Female,M348934600,Transportation,9.83,0
26-06-2021,C848308923,36to45,Male,M348934600,Transportation,26.09,0
23-08-2021,C526384621,36to45,Male,M1823072687,Transportation,49.36,0
22-07-2021,C1999699557,36to45,Female,M1823072687,Transportation,36.38,0
09-06-2021,C1881279773,46to55,Female,M1823072687,Transportation,12.41,0
20-05-2021,C1642689499,26to35,Female,M85975013,Groceries,35.18,0
11-04-2021,C1566647188,19to25,Female,M1823072687,Transportation,44.65,0
29-06-2021,C360019679,36to45,Female,M1823072687,Transportation,21.31,0
10-08-2021,C1414112698,19to25,Male,M1823072687,Transportation,14.86,0
31-07-2021,C173276320,26to35,Female,M980657600,Sports&Toys,732.54,1
22-03-2021,C2113737065,26to35,Female,M857378720,HotelServices,645.68,1
23-08-2021,C1771537982,26to35,Male,M1823072687,Transportation,54.46,0
04-04-2021,C161733249,46to55,Male,M348934600,Transportation,22.28,0
24-07-2021,C54550671,46to55,Female,M1823072687,Transportation,1.89,0
06-05-2021,C612230385,46to55,Male,M348934600,Transportation,34.24,0
21-06-2021,C330615170,26to35,Female,M151143676,Restaurants&Bars,154.29,1
08-08-2021,C680687990,46to55,Female,M1888755466,OtherServices,26.71,1
12-07-2021,C506520283,46to55,Female,M348934600,Transportation,4.77,0
04-06-2021,C1966686053,46to55,Female,M1823072687,Transportation,16.8,0
23-03-2021,C1565570610,36to45,Female,M1535107174,Beauty&Wellness,63.31,1
27-03-2021,C1233238493,26to35,Female,M348934600,Transportation,16.14,0
20-04-2021,C1826105311,36to45,Female,M980657600,Sports&Toys,569.97,1
25-07-2021,C1809104609,19to25,Female,M1823072687,Transportation,30.69,0
08-07-2021,C114388565,46to55,Male,M78078399,Beauty&Wellness,60.1,0
02-08-2021,C688652575,26to35,Male,M1741626453,Sports&Toys,157.77,1
16-04-2021,C1701618194,26to35,Female,M348934600,Transportation,50.17,0
08-06-2021,C1807970113,46to55,Female,M1823072687,Transportation,13.02,0
06-06-2021,C381007057,19to25,Female,M980657600,Sports&Toys,101.19,1
